,date,temperature
519,2017-11-27 12:56:33,15.4375
520,2017-11-27 13:01:34,15.4375
521,2017-11-27 13:06:36,15.4375
522,2017-11-27 13:11:37,15.4375
523,2017-11-27 13:16:39,-129.0
524,2017-11-27 13:21:41,15.375
525,2017-11-27 13:26:42,15.375
526,2017-11-27 13:31:44,15.375
527,2017-11-27 13:36:45,15.375
528,2017-11-27 13:41:47,15.375
529,2017-11-27 13:46:49,15.375
530,2017-11-27 13:51:50,15.375
531,2017-11-27 13:56:52,15.375
532,2017-11-27 14:01:54,15.375
533,2017-11-27 14:06:55,15.375
534,2017-11-27 14:11:57,15.375
535,2017-11-27 14:16:58,15.375
536,2017-11-27 14:22:00,15.3125
537,2017-11-27 14:27:02,15.3125
538,2017-11-27 14:32:03,15.3125
539,2017-11-27 14:37:04,15.3125
540,2017-11-27 14:42:06,15.3125
541,2017-11-27 14:47:08,15.3125
542,2017-11-27 14:52:09,15.3125
543,2017-11-27 14:57:11,15.3125
544,2017-11-27 15:02:13,15.3125
545,2017-11-27 15:07:14,15.3125
546,2017-11-27 15:12:16,15.25
547,2017-11-27 15:17:17,15.3125
548,2017-11-27 15:22:19,15.25
549,2017-11-27 15:27:21,-129.0
550,2017-11-27 15:32:22,15.3125
551,2017-11-27 15:37:24,15.25
552,2017-11-27 15:42:25,15.25
553,2017-11-27 15:47:27,15.25
554,2017-11-27 15:52:29,15.25
555,2017-11-27 15:57:30,15.25
556,2017-11-27 16:02:32,15.25
557,2017-11-27 16:07:33,15.25
558,2017-11-27 16:12:35,15.25
559,2017-11-27 16:17:37,15.25
560,2017-11-27 16:22:38,-129.0
561,2017-11-27 16:27:40,15.25
562,2017-11-27 16:32:41,15.25
563,2017-11-27 16:37:43,15.25
564,2017-11-27 16:42:44,15.25
565,2017-11-27 16:47:46,15.1875
566,2017-11-27 16:52:48,15.1875
567,2017-11-27 16:57:49,15.1875
568,2017-11-27 17:02:51,15.1875
569,2017-11-27 17:07:52,15.25
570,2017-11-27 17:12:54,15.25
571,2017-11-27 17:17:56,15.25
572,2017-11-27 17:22:57,15.3125
573,2017-11-27 17:27:59,15.3125
574,2017-11-27 17:33:00,-129.0
575,2017-11-27 17:38:02,15.3125
576,2017-11-27 17:43:03,15.3125
577,2017-11-27 17:48:05,15.3125
578,2017-11-27 17:53:07,15.3125
579,2017-11-27 17:58:08,15.3125
580,2017-11-27 18:03:10,15.3125
581,2017-11-27 18:08:11,15.3125
582,2017-11-27 18:13:13,15.375
583,2017-11-27 18:18:15,15.375
584,2017-11-27 18:23:16,15.375
585,2017-11-27 18:28:18,15.4375
586,2017-11-27 18:33:19,15.4375
587,2017-11-27 18:38:21,15.4375
588,2017-11-27 18:43:23,15.4375
589,2017-11-27 18:48:24,15.4375
590,2017-11-27 18:53:26,15.4375
591,2017-11-27 18:58:27,15.4375
592,2017-11-27 19:03:29,15.4375
593,2017-11-27 19:08:30,15.5
594,2017-11-27 19:13:32,15.5
595,2017-11-27 19:18:34,15.5
596,2017-11-27 19:23:35,15.5
597,2017-11-27 19:28:37,15.5
598,2017-11-27 19:33:39,15.5
599,2017-11-27 19:38:40,15.5
600,2017-11-27 19:43:42,15.5
601,2017-11-27 19:48:43,15.5
602,2017-11-27 19:53:45,15.5625
603,2017-11-27 19:58:47,15.5625
604,2017-11-27 20:03:48,15.5625
605,2017-11-27 20:08:49,15.5625
606,2017-11-27 20:13:51,15.625
607,2017-11-27 20:18:53,15.625
608,2017-11-27 20:23:56,15.625
609,2017-11-27 20:28:57,15.625
610,2017-11-27 20:33:59,15.6875
611,2017-11-27 20:39:00,15.6875
612,2017-11-27 20:44:02,15.6875
613,2017-11-27 20:49:03,15.75
614,2017-11-27 20:54:05,15.8125
615,2017-11-27 20:59:07,15.875
616,2017-11-27 21:04:08,15.9375
617,2017-11-27 21:09:10,16.0
618,2017-11-27 21:14:11,16.0625
619,2017-11-27 21:19:13,16.125
620,2017-11-27 21:24:15,16.125
621,2017-11-27 21:29:16,16.1875
622,2017-11-27 21:34:18,16.25
623,2017-11-27 21:39:19,16.25
624,2017-11-27 21:44:21,16.25
625,2017-11-27 21:49:22,16.25
626,2017-11-27 21:54:24,16.25
627,2017-11-27 21:59:26,16.25
628,2017-11-27 22:04:27,16.3125
629,2017-11-27 22:09:29,16.375
630,2017-11-27 22:14:30,16.3125
631,2017-11-27 22:19:32,16.3125
632,2017-11-27 22:24:34,16.375
